,uf_unique_,sra,haz_class,area_sqkm,geometry
0,7763,SRA,High,0.083024266797944,"POLYGON ((-121.8065135 36.9905161, -121.8056579 36.9903957, -121.8044154 36.9902215, -121.8043912 36.9903457, -121.8038654 36.9903536, -121.8036703 36.9903566, -121.8035279 36.9903588, -121.8032541 36.9903629, -121.8031901 36.9903498, -121.8031841 36.990094, -121.8028466 36.9900992, -121.8028402 36.9898293, -121.8025027 36.9898345, -121.8024853 36.9891041, -121.8027142 36.989088, -121.8037806 36.989013, -121.8044322 36.989184, -121.805222 36.9889628, -121.8057813 36.9888062, -121.8068735 36.9887509, -121.8071577 36.988709, -121.8076643 36.9886834, -121.808052 36.9886638, -121.8081279 36.9886762, -121.8088792 36.9887992, -121.8092524 36.9888603, -121.8094879 36.9888989, -121.8092396 36.9888583, -121.8092352 36.9889221, -121.8091599 36.9891932, -121.8090606 36.9895507, -121.8088507 36.9894961, -121.8085476 36.9894607, -121.808396 36.98944, -121.8081495 36.9894408, -121.8079543 36.9894409, -121.8079023 36.9897588, -121.8078148 36.9902935, -121.8077981 36.9903954, -121.8075955 36.9903668, -121.8075287 36.9903651, -121.8074123 36.9903661, -121.8072242 36.9903679, -121.8068765 36.9903708, -121.8069346 36.9903069, -121.8066762 36.9903108, -121.8065651 36.9903125, -121.8065679 36.9904296, -121.8065716 36.9905824, -121.8064751 36.9905838, -121.8065135 36.9905161))"
