id,land_use,du,yr_blt,eff_yr_blt,area_parcel,bldg_sqft,mkt_val,distance_to_nearest_park_m
53033008800965091298,single_family,1.0,1902.0,,0.11036410776487296,1780.0,716000.0,480.3348925619986
53033008800965167166,single_family,1.0,1921.0,,0.12213040042885888,1440.0,863000.0,84.21397399228849
53033008800965198638,single_family,1.0,1900.0,,0.1148542092697105,1850.0,717000.0,106.3962949675279
53033008800965198685,single_family,1.0,1900.0,2014.0,0.11444546443525068,2240.0,1103000.0,173.6492645415644
53033008800965232424,single_family,1.0,1978.0,,0.11486328383400472,1920.0,719000.0,161.60674758133055
53033008800965235280,single_family,1.0,1908.0,,0.11485911268666785,2345.0,1041000.0,281.5874044713265
53033006500965073362,transportation_utilities,0.0,,,0.1246940518420886,,1773200.0,148.82123807698832
53033008800964649264,transportation_utilities,0.0,,,0.21973643836256398,,720000.0,355.9345356781065
53033008800965091288,transportation_utilities,0.0,,,0.1825167164832137,,1708800.0,511.89646387094604
53033008200964781878,office,0.0,1989.0,2000.0,2.1133105393006475,1605578.0,729489000.0,32.202532506905285
53033008200964781879,office,0.0,1980.0,2000.0,0.8465829817061229,794592.0,316424000.0,22.520652792753864
53033007401965073154,single_family,1.0,2012.0,,0.01834966630805505,1140.0,526000.0,274.8571141931837
53033008700964806065,single_family,1.0,2013.0,,0.0239623662309969,1640.0,735000.0,185.82460511698
53033008700964832670,single_family,1.0,2001.0,,0.025800207358425274,1260.0,521000.0,255.9779387075475
53033008700964832678,single_family,5.0,1910.0,1975.0,0.1416739329204412,3290.0,846000.0,222.45103075427818
53033008700965112031,single_family,1.0,2007.0,,0.03420548743023481,1500.0,612000.0,0.0
53033008700965144641,single_family,4.0,1901.0,1984.0,0.09172115792949526,3724.0,1228000.0,111.52412922385602
53033008700965144906,single_family,1.0,1902.0,,0.043767232004691854,2600.0,512000.0,363.3566652208649
53033008700965195973,single_family,1.0,2015.0,,0.03572596832562976,1180.0,652000.0,91.86383327775962
53033008700965196007,single_family,1.0,2014.0,,0.026202890468024008,1760.0,819000.0,135.86214555069358
53033008700965196012,single_family,1.0,2016.0,,0.049617508036300384,1750.0,848000.0,165.87567484380963
53033008700965232829,single_family,1.0,2015.0,,0.02567688095750894,1480.0,757000.0,187.20287010179956
53033008700965232852,single_family,1.0,2014.0,,0.02280534303117465,1280.0,686000.0,148.28026784586584
53033008700965232858,single_family,1.0,2014.0,,0.02246748611915136,1280.0,686000.0,155.4689382505388
53033008700965232950,single_family,1.0,2015.0,,0.037121954732994115,1490.0,634000.0,60.55651002055122
53033008800964625233,single_family,1.0,2014.0,,0.053280461968968885,1680.0,744000.0,250.2251323241204
53033008800964626293,single_family,1.0,2017.0,,0.02300112963854868,1660.0,665000.0,231.53766137970916
53033008800964703601,single_family,1.0,2003.0,,0.046401678965443824,1120.0,506000.0,466.53986853554755
53033008800964852663,single_family,2.0,1904.0,,0.11444457650387553,2440.0,866000.0,262.99854156599355
53033008800964912850,single_family,1.0,2008.0,,0.036973685801588135,1940.0,783000.0,139.30520763594626
53033008600964625478,single_family,1.0,2016.0,,0.014925354133178113,1260.0,583000.0,170.39289535486586
53033008600964799346,single_family,4.0,1906.0,1984.0,0.07738802352934168,2709.0,1045000.0,156.02843185115663
53033008600964799348,single_family,1.0,1907.0,,0.05506233860762759,2020.0,614000.0,167.49019821259824
53033008600964799391,single_family,4.0,1901.0,1975.0,0.08207508868353654,2874.0,901000.0,248.42611788491465
53033008600964805791,single_family,1.0,2009.0,,0.025877854821109155,1340.0,691000.0,197.06947295347933
53033008600964805794,single_family,1.0,2015.0,,0.01920213264776704,1400.0,812000.0,208.12404313745722
53033008600964805795,single_family,1.0,2015.0,,0.011903364741349716,1400.0,812000.0,203.32833662050666
53033008600964805818,single_family,1.0,2004.0,,0.02898793243640039,750.0,562000.0,160.39020063365336
53033008600965145036,single_family,1.0,1918.0,2005.0,0.0584234647465884,1420.0,709000.0,41.145440109736015
53033008600965232806,single_family,1.0,1900.0,,0.046368356778976834,1760.0,675000.0,255.06111366368987
53033009400965041017,single_family,2.0,1998.0,1998.0,0.09116080912314617,1382.0,583000.0,275.7785758737367
53033009400965080284,single_family,1.0,2006.0,,0.04029063813157407,2250.0,628000.0,22.01059338115108
53033009400965080318,single_family,1.0,2017.0,,0.018909858828551892,1090.0,629000.0,160.9175855307464
53033009400965118521,single_family,1.0,2010.0,,0.03522776642901752,1670.0,797000.0,4.8801920986312055
53033009400965178655,single_family,1.0,1998.0,,0.04957835754104912,1320.0,511000.0,52.85014102066889
53033009400965178671,single_family,1.0,2007.0,,0.026243089273682668,1110.0,518000.0,77.82727655007209
53033009100965232569,vacant_other,0.0,,,0.22073576210056875,,,20.09883012550036
53033007800965195149,vacant_other,0.0,,,0.095327750410595,,282000.0,27.594801329189174
53033007800965235337,vacant_other,0.0,,,0.014698981454460412,,,160.53248310135282
53033007401965073203,single_family,1.0,1952.0,,0.08299456702806005,2490.0,1342000.0,160.22740790391953
53033006300964695671,single_family,1.0,1929.0,,0.2176958627185304,3490.0,2408000.0,0.0
53033006300964695679,single_family,1.0,2005.0,,0.2870592116199361,3430.0,3583000.0,0.0
53033006300964695749,single_family,1.0,1957.0,,0.22341820927719205,3800.0,2614000.0,79.94132549447123
53033006300964695770,single_family,1.0,1927.0,,0.3595147309551075,6830.0,5153000.0,89.49717630262535
53033006300964695871,single_family,1.0,1948.0,,0.26366155224295823,3690.0,3039000.0,131.4651368007088
53033006300964721380,single_family,1.0,1978.0,,0.2294181798820273,4440.0,2438000.0,257.4796894391275
53033006300964721433,single_family,1.0,1963.0,,0.2360730447865317,3850.0,2302000.0,76.1117675899804
53033006300964974128,single_family,5.0,1996.0,,0.8805382888536927,6060.0,5369000.0,244.68725736818354
53033006300965012222,single_family,1.0,1995.0,1995.0,0.25376708341067306,3930.0,3415000.0,112.63051651632442
