,uf_unique_,stop_id,name,operator,mode,direction,route_id,related_ro,related__1,related__2,headway_av,headway__1,headway__2,headway__3,hourly_arr,hourly_a_1,hourly_a_2,hourly_a_3,total_arri,total_ar_1,geometry_k,geometry
1047,f-9q9-scmtdcom_1060,1852R,Soquel Dr & Trout Gulch Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,a4241e33c67cfdc1,POINT (-121.899879 36.976662)
1048,f-9q9-scmtdcom_1061,1853R,Soquel Dr & Trout Gulch Rd,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,d753e2e09a63cbf6,POINT (-121.900009 36.976547)
1049,f-9q9-scmtdcom_1062,1853R,Soquel Dr & Trout Gulch Rd,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,53.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,d753e2e09a63cbf6,POINT (-121.900009 36.976547)
1050,f-9q9-scmtdcom_1063,1854R,Soquel Dr (Creekside Offices),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,60.0,60.4,73.64,1.0,1.0,1.0,0.75,18.0,12.0,890ad9e0f72c53ed,POINT (-121.889977 36.975746)
1051,f-9q9-scmtdcom_1064,1854R,Soquel Dr (Creekside Offices),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,56.0,60.29,71.8,1.0,1.0,0.94,0.69,15.0,11.0,890ad9e0f72c53ed,POINT (-121.889977 36.975746)
1052,f-9q9-scmtdcom_1065,1854R,Soquel Dr (Creekside Offices),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,890ad9e0f72c53ed,POINT (-121.889977 36.975746)
1053,f-9q9-scmtdcom_1066,1855R,Soquel Dr (Creekside Offices),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.77,73.36,1.0,1.0,0.88,0.75,14.0,12.0,40a013e4a3976c65,POINT (-121.890137 36.975594)
1054,f-9q9-scmtdcom_1067,1855R,Soquel Dr (Creekside Offices),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,52.0,59.71,71.6,1.0,1.0,0.94,0.69,17.0,13.0,40a013e4a3976c65,POINT (-121.890137 36.975594)
1055,f-9q9-scmtdcom_1068,1856R,Soquel Dr & Monroe Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,60.0,60.4,73.64,1.0,1.0,1.0,0.75,18.0,12.0,ed3d990b57aaafff,POINT (-121.884499 36.975849)
1056,f-9q9-scmtdcom_1069,1856R,Soquel Dr & Monroe Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,56.0,60.29,71.8,1.0,1.0,0.94,0.69,15.0,11.0,ed3d990b57aaafff,POINT (-121.884499 36.975849)
1057,f-9q9-scmtdcom_1070,1856R,Soquel Dr & Monroe Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,ed3d990b57aaafff,POINT (-121.884499 36.975849)
1058,f-9q9-scmtdcom_1071,1857R,Soquel Dr (Aptos Gateway),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.77,73.36,1.0,1.0,0.88,0.75,14.0,12.0,25a0e08c34c6f3e0,POINT (-121.884949 36.975323)
1059,f-9q9-scmtdcom_1072,1857R,Soquel Dr (Aptos Gateway),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,52.0,59.71,71.6,1.0,1.0,0.94,0.69,17.0,13.0,25a0e08c34c6f3e0,POINT (-121.884949 36.975323)
1060,f-9q9-scmtdcom_1073,1858R,Soquel Dr & Jaunell Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,60.0,60.4,73.64,1.0,1.0,1.0,0.75,18.0,12.0,d0e9c45a1e49c234,POINT (-121.880272 36.973389)
1061,f-9q9-scmtdcom_1074,1858R,Soquel Dr & Jaunell Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,56.0,60.29,71.8,1.0,1.0,0.94,0.69,15.0,11.0,d0e9c45a1e49c234,POINT (-121.880272 36.973389)
1062,f-9q9-scmtdcom_1075,1858R,Soquel Dr & Jaunell Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,d0e9c45a1e49c234,POINT (-121.880272 36.973389)
1063,f-9q9-scmtdcom_1076,1859R,Soquel Dr & Monroe Ave (Auto Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.77,73.36,1.0,1.0,0.88,0.75,14.0,12.0,6e94d2aedf6ab630,POINT (-121.873734 36.971237)
1064,f-9q9-scmtdcom_1077,1859R,Soquel Dr & Monroe Ave (Auto Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,52.0,59.71,71.6,1.0,1.0,0.94,0.69,17.0,13.0,6e94d2aedf6ab630,POINT (-121.873734 36.971237)
1065,f-9q9-scmtdcom_1078,1861R,State Park Dr & Hillcrest Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,a719d57634a40b63,POINT (-121.912033 36.975044)
1066,f-9q9-scmtdcom_1079,1861R,State Park Dr & Hillcrest Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,a719d57634a40b63,POINT (-121.912033 36.975044)
1067,f-9q9-scmtdcom_1080,1862R,Stockton Ave & Esplanade,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,290cc9f4c754ef52,POINT (-121.952324 36.972946)
1068,f-9q9-scmtdcom_1081,1862R,Stockton Ave & Esplanade,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,290cc9f4c754ef52,POINT (-121.952324 36.972946)
1069,f-9q9-scmtdcom_1082,1863R,Stockton Ave & Esplanade,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,64beafa6d5650833,POINT (-121.95224 36.972805)
1070,f-9q9-scmtdcom_1083,1863R,Stockton Ave & Esplanade,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,64beafa6d5650833,POINT (-121.95224 36.972805)
1071,f-9q9-scmtdcom_1084,1865R,Sumner Ave & Dolphin Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,a78405e27f73e2ce,POINT (-121.879311 36.953926)
1072,f-9q9-scmtdcom_1085,1867R,Sumner & Seabreeze/Clubhouse,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,179f194d3f449666,POINT (-121.882614 36.95694)
1073,f-9q9-scmtdcom_1086,1875R,Treasure Island Dr & Winfield Way,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,17caac9ebec0e3d2,POINT (-121.903809 36.971302)
1074,f-9q9-scmtdcom_1087,1875R,Treasure Island Dr & Winfield Way,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,17caac9ebec0e3d2,POINT (-121.903809 36.971302)
1075,f-9q9-scmtdcom_1088,1883R,Walnut & California,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,abdc82ab748d583,POINT (-122.033958 36.972141)
1076,f-9q9-scmtdcom_1089,1885R,Walnut & Chestnut,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,7ee68bf0bf4eb89f,POINT (-122.030441 36.972759)
1077,f-9q9-scmtdcom_1090,1887R,Walnut & Center,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,394e2f046c9cd06,POINT (-122.028252 36.973164)
1078,f-9q9-scmtdcom_1091,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,04,04,Harvey West / Emeline,040001,,,56.88,,,0.5,0.56,,9.0,,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1079,f-9q9-scmtdcom_1092,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,60.0,60.0,64.29,120.0,1.0,1.0,0.94,0.44,15.0,7.0,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1080,f-9q9-scmtdcom_1093,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,60.0,59.92,124.83,1.0,1.0,0.88,0.44,14.0,7.0,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1081,f-9q9-scmtdcom_1094,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1082,f-9q9-scmtdcom_1095,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,,68.75,79.5,1.0,0.5,0.81,0.69,13.0,11.0,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1083,f-9q9-scmtdcom_1096,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1084,f-9q9-scmtdcom_1097,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,60.0,73.64,1.0,1.0,0.88,0.75,14.0,12.0,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1085,f-9q9-scmtdcom_1098,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,60.0,60.0,76.36,1.0,1.0,1.0,0.75,18.0,14.0,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1086,f-9q9-scmtdcom_1099,1892R,Water (Governmental Center),Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,60.0,,56.89,,1.0,,0.62,,10.0,,9eba75dea829ddbf,POINT (-122.023933 36.978519)
1087,f-9q9-scmtdcom_1100,1893R,Water & Ocean,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,,68.75,79.5,1.0,0.5,0.81,0.69,13.0,11.0,95e8bfba3cb3af45,POINT (-122.020844 36.979584)
1088,f-9q9-scmtdcom_1101,1893R,Water & Ocean,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,95e8bfba3cb3af45,POINT (-122.020844 36.979584)
1089,f-9q9-scmtdcom_1102,1893R,Water & Ocean,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,60.0,73.64,1.0,1.0,0.88,0.75,14.0,12.0,95e8bfba3cb3af45,POINT (-122.020844 36.979584)
1090,f-9q9-scmtdcom_1103,1893R,Water & Ocean,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,60.0,60.0,76.36,1.0,1.0,1.0,0.75,18.0,14.0,95e8bfba3cb3af45,POINT (-122.020844 36.979584)
1091,f-9q9-scmtdcom_1104,1893R,Water & Ocean,Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,60.0,,56.89,,1.0,,0.62,,10.0,,95e8bfba3cb3af45,POINT (-122.020844 36.979584)
1092,f-9q9-scmtdcom_1105,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,17,17,Amtrak Highway 17 Express,170043,,,220.5,139.0,0.5,,0.19,0.19,3.0,3.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1093,f-9q9-scmtdcom_1106,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,17,17,Amtrak Highway 17 Express,170042,,,128.6,94.5,0.5,0.5,0.38,0.56,7.0,10.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1094,f-9q9-scmtdcom_1107,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,17,17,Amtrak Highway 17 Express,170070,,,321.5,,,0.5,0.19,,3.0,,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1095,f-9q9-scmtdcom_1108,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,,60.0,59.85,119.67,0.5,1.0,0.88,0.44,15.0,7.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1096,f-9q9-scmtdcom_1109,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,63.0,55.0,59.79,119.0,1.0,1.0,0.94,0.38,15.0,7.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1097,f-9q9-scmtdcom_1110,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,0.5,,0.06,,1.0,,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1098,f-9q9-scmtdcom_1111,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,69.08,60.0,0.5,1.0,0.81,0.75,13.0,13.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1099,f-9q9-scmtdcom_1112,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1100,f-9q9-scmtdcom_1113,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,71.0,57.0,60.2,73.36,1.0,1.0,1.0,0.75,17.0,12.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1101,f-9q9-scmtdcom_1114,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,,55.5,59.93,71.3,0.5,1.5,0.94,0.69,15.0,11.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1102,f-9q9-scmtdcom_1115,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,,,64.1,,0.5,0.5,0.69,,11.0,,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1103,f-9q9-scmtdcom_1116,1894R,Water & Ocean,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,ce8ed446bb32c737,POINT (-122.021805 36.979523)
1104,f-9q9-scmtdcom_1117,1895R,Water & Market,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,69.0,60.0,0.5,1.0,0.81,0.75,13.0,13.0,b86c4659f2bf5637,POINT (-122.019409 36.980312)
1105,f-9q9-scmtdcom_1118,1895R,Water & Market,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,b86c4659f2bf5637,POINT (-122.019409 36.980312)
1106,f-9q9-scmtdcom_1119,1895R,Water & Market,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,57.0,60.2,73.36,1.0,1.0,1.0,0.75,17.0,12.0,b86c4659f2bf5637,POINT (-122.019409 36.980312)
1107,f-9q9-scmtdcom_1120,1895R,Water & Market,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,,56.0,59.93,71.3,0.5,1.5,0.94,0.69,15.0,11.0,b86c4659f2bf5637,POINT (-122.019409 36.980312)
1108,f-9q9-scmtdcom_1121,1895R,Water & Market,Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,,,64.1,,0.5,0.5,0.69,,11.0,,b86c4659f2bf5637,POINT (-122.019409 36.980312)
1109,f-9q9-scmtdcom_1122,1895R,Water & Market,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,b86c4659f2bf5637,POINT (-122.019409 36.980312)
1110,f-9q9-scmtdcom_1123,1896R,Water & Market,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,,68.75,79.5,1.0,0.5,0.81,0.69,13.0,11.0,f3e56a17d7ced850,POINT (-122.019371 36.980072)
1111,f-9q9-scmtdcom_1124,1896R,Water & Market,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,f3e56a17d7ced850,POINT (-122.019371 36.980072)
1112,f-9q9-scmtdcom_1125,1896R,Water & Market,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,60.0,73.64,1.0,1.0,0.88,0.75,14.0,12.0,f3e56a17d7ced850,POINT (-122.019371 36.980072)
1113,f-9q9-scmtdcom_1126,1896R,Water & Market,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,60.0,60.0,76.36,1.0,1.0,1.0,0.75,18.0,14.0,f3e56a17d7ced850,POINT (-122.019371 36.980072)
1114,f-9q9-scmtdcom_1127,1899R,Water & N Branciforte,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,69.08,59.91,0.5,1.0,0.81,0.75,13.0,13.0,83848823f41b1139,POINT (-122.014587 36.981499)
1115,f-9q9-scmtdcom_1128,1899R,Water & N Branciforte,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,83848823f41b1139,POINT (-122.014587 36.981499)
1116,f-9q9-scmtdcom_1129,1899R,Water & N Branciforte,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,71.0,57.0,60.2,73.36,1.0,1.0,1.0,0.75,17.0,12.0,83848823f41b1139,POINT (-122.014587 36.981499)
1117,f-9q9-scmtdcom_1130,1899R,Water & N Branciforte,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,,55.5,59.93,71.3,0.5,1.5,0.94,0.69,15.0,11.0,83848823f41b1139,POINT (-122.014587 36.981499)
1118,f-9q9-scmtdcom_1131,1899R,Water & N Branciforte,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,83848823f41b1139,POINT (-122.014587 36.981499)
1119,f-9q9-scmtdcom_1132,1900R,Water & N Branciforte,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,,68.75,79.5,1.0,0.5,0.81,0.69,13.0,11.0,7a4c9b8a30f06168,POINT (-122.012978 36.981369)
1120,f-9q9-scmtdcom_1133,1900R,Water & N Branciforte,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,7a4c9b8a30f06168,POINT (-122.012978 36.981369)
1121,f-9q9-scmtdcom_1134,1900R,Water & N Branciforte,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,60.0,73.64,1.0,1.0,0.88,0.75,14.0,12.0,7a4c9b8a30f06168,POINT (-122.012978 36.981369)
1122,f-9q9-scmtdcom_1135,1900R,Water & N Branciforte,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,60.0,60.0,76.36,1.0,1.0,1.0,0.75,18.0,14.0,7a4c9b8a30f06168,POINT (-122.012978 36.981369)
1123,f-9q9-scmtdcom_1136,1901R,Water & Seabright,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,69.08,59.91,0.5,1.0,0.81,0.75,13.0,13.0,b15cbf8ac654b147,POINT (-122.010902 36.98148)
1124,f-9q9-scmtdcom_1137,1901R,Water & Seabright,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,b15cbf8ac654b147,POINT (-122.010902 36.98148)
1125,f-9q9-scmtdcom_1138,1901R,Water & Seabright,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,57.0,60.2,73.36,1.0,1.0,1.0,0.75,17.0,12.0,b15cbf8ac654b147,POINT (-122.010902 36.98148)
1126,f-9q9-scmtdcom_1139,1901R,Water & Seabright,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,,56.0,59.93,71.3,0.5,1.5,0.94,0.69,15.0,11.0,b15cbf8ac654b147,POINT (-122.010902 36.98148)
1127,f-9q9-scmtdcom_1140,1901R,Water & Seabright,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,b15cbf8ac654b147,POINT (-122.010902 36.98148)
1128,f-9q9-scmtdcom_1141,1903R,Water & Poplar,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,69.0,63.25,0.5,1.0,0.81,0.81,13.0,13.0,3c70486a56dd51b1,POINT (-122.00853 36.981461)
1129,f-9q9-scmtdcom_1142,1903R,Water & Poplar,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,3c70486a56dd51b1,POINT (-122.00853 36.981461)
1130,f-9q9-scmtdcom_1143,1903R,Water & Poplar,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,57.0,60.2,73.36,1.0,1.0,1.0,0.75,17.0,12.0,3c70486a56dd51b1,POINT (-122.00853 36.981461)
1131,f-9q9-scmtdcom_1144,1903R,Water & Poplar,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,,56.0,59.93,71.3,0.5,1.5,0.94,0.69,15.0,11.0,3c70486a56dd51b1,POINT (-122.00853 36.981461)
1132,f-9q9-scmtdcom_1145,1903R,Water & Poplar,Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,,,64.2,,0.5,0.5,0.69,,11.0,,3c70486a56dd51b1,POINT (-122.00853 36.981461)
1133,f-9q9-scmtdcom_1146,1903R,Water & Poplar,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,3c70486a56dd51b1,POINT (-122.00853 36.981461)
1134,f-9q9-scmtdcom_1147,1907R,Western & Flower,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,f3ab74ee7fcefa6a,POINT (-122.056625 36.964211)
1135,f-9q9-scmtdcom_1148,1907R,Western & Flower,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,0.5,0.19,0.25,3.0,4.0,f3ab74ee7fcefa6a,POINT (-122.056625 36.964211)
1136,f-9q9-scmtdcom_1149,1909R,Western & Monarch Way,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,e8e7c95c0b2aa360,POINT (-122.058418 36.970291)
1137,f-9q9-scmtdcom_1150,1909R,Western & Monarch Way,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,0.5,0.19,0.25,3.0,4.0,e8e7c95c0b2aa360,POINT (-122.058418 36.970291)
1138,f-9q9-scmtdcom_1151,1910R,Western & Meder,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,a3c233cdf93ae673,POINT (-122.05835 36.973766)
1139,f-9q9-scmtdcom_1152,1910R,Western & Meder,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,0.5,0.19,0.25,3.0,4.0,a3c233cdf93ae673,POINT (-122.05835 36.973766)
1140,f-9q9-scmtdcom_1153,1914R,7th Ave & Bonnie,Santa Cruz Metro,Bus,1,68,68,Live Oak via Broadway / Portola,680012,63.0,60.0,60.58,60.0,1.0,1.0,0.81,0.38,13.0,6.0,b2e24bf6a99aead8,POINT (-121.998367 36.964241)
1141,f-9q9-scmtdcom_1154,1915R,7th Ave & Dolores,Santa Cruz Metro,Bus,1,68,68,Live Oak via Broadway / Portola,680012,62.0,60.0,60.58,60.0,1.0,1.0,0.81,0.38,13.0,6.0,c57ad798165ae06e,POINT (-121.998093 36.96629)
1142,f-9q9-scmtdcom_1155,1916R,7th Ave & Harbor Cove,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,61.0,66.0,68.83,79.6,1.0,1.0,0.81,0.69,13.0,11.0,f7fe1ff682fed5,POINT (-121.995453 36.973236)
1143,f-9q9-scmtdcom_1156,1916R,7th Ave & Harbor Cove,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,f7fe1ff682fed5,POINT (-121.995453 36.973236)
1144,f-9q9-scmtdcom_1157,1917R,7th Ave & Manor Way (Yacht Harbor Manor),Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,68.92,63.25,0.5,1.0,0.81,0.81,13.0,13.0,67ea711ad278a2e1,POINT (-121.994766 36.974007)
1145,f-9q9-scmtdcom_1158,1917R,7th Ave & Manor Way (Yacht Harbor Manor),Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,67ea711ad278a2e1,POINT (-121.994766 36.974007)
1146,f-9q9-scmtdcom_1159,1919R,7th Ave & Eddy Ln (Inland Harbor),Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,68.92,63.25,0.5,1.0,0.81,0.81,13.0,13.0,1ac542bf31178161,POINT (-121.993401 36.976334)
1147,f-9q9-scmtdcom_1160,1919R,7th Ave & Eddy Ln (Inland Harbor),Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,1ac542bf31178161,POINT (-121.993401 36.976334)
1148,f-9q9-scmtdcom_1161,1921R,7th Ave & Cambria Ln,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,66.0,68.75,79.6,1.0,1.0,0.81,0.69,13.0,11.0,1acba67ac80a6945,POINT (-121.993439 36.976723)
1149,f-9q9-scmtdcom_1162,1921R,7th Ave & Cambria Ln,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,1acba67ac80a6945,POINT (-121.993439 36.976723)
1150,f-9q9-scmtdcom_1163,1922R,7th Ave & Capitola Rd,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,,68.75,79.5,1.0,0.5,0.81,0.69,13.0,11.0,9cb157c0af1e9a2a,POINT (-121.992165 36.978916)
1151,f-9q9-scmtdcom_1164,1922R,7th Ave & Capitola Rd,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,9cb157c0af1e9a2a,POINT (-121.992165 36.978916)
1152,f-9q9-scmtdcom_1165,1987R,Ocean (Pacific School),Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420013,,,,480.0,0.5,,0.06,0.12,1.0,2.0,7f69dacdea248e48,POINT (-122.195023 37.011837)
